Cultivar,Quantidade (Kg),ano,subopcao,Categoria
Primitivo,0.0,1972,Viníferas,TINTAS
Rebo,0.0,1972,Viníferas,TINTAS
Refosco,0.0,1972,Viníferas,TINTAS
Rondinella,0.0,1972,Viníferas,TINTAS
Ruby Cabernet,0.0,1972,Viníferas,TINTAS
Sangiovese,62175.0,1972,Viníferas,TINTAS
Saperavi,0.0,1972,Viníferas,TINTAS
Sira (falsa),3299301.0,1972,Viníferas,TINTAS
Tannat,0.0,1972,Viníferas,TINTAS
Tempranillo,0.0,1972,Viníferas,TINTAS
Teroldego,0.0,1972,Viníferas,TINTAS
Torrontes,0.0,1972,Viníferas,TINTAS
Tinta Barroca,0.0,1972,Viníferas,TINTAS
Tinta Roriz,0.0,1972,Viníferas,TINTAS
Touriga Francesa,0.0,1972,Viníferas,TINTAS
Touriga Nacional,0.0,1972,Viníferas,TINTAS
Tinta Madeira,0.0,1972,Viníferas,TINTAS
Tintoria,0.0,1972,Viníferas,TINTAS
Trincdeira,0.0,1972,Viníferas,TINTAS
Trousseau,0.0,1972,Viníferas,TINTAS
Zinfandel,0.0,1972,Viníferas,TINTAS
Outras1,0.0,1972,Viníferas,TINTAS
Aliatico,0.0,1972,Viníferas,BRANCAS E ROSADAS
Aligote,1969.0,1972,Viníferas,BRANCAS E ROSADAS
Altesse,0.0,1972,Viníferas,BRANCAS E ROSADAS
Alvarinho,0.0,1972,Viníferas,BRANCAS E ROSADAS
Arriloba,0.0,1972,Viníferas,BRANCAS E ROSADAS
Auxerrois,0.0,1972,Viníferas,BRANCAS E ROSADAS
Burger,0.0,1972,Viníferas,BRANCAS E ROSADAS
Chardonnay,0.0,1972,Viníferas,BRANCAS E ROSADAS
Chasselas,13255.0,1972,Viníferas,BRANCAS E ROSADAS
Chenin Blanc,0.0,1972,Viníferas,BRANCAS E ROSADAS
Clairette(1),120166.0,1972,Viníferas,BRANCAS E ROSADAS
Colombard,0.0,1972,Viníferas,BRANCAS E ROSADAS
Flora,0.0,1972,Viníferas,BRANCAS E ROSADAS
Garganega,0.0,1972,Viníferas,BRANCAS E ROSADAS
Gewurztraminer,0.0,1972,Viníferas,BRANCAS E ROSADAS
Gouveio,0.0,1972,Viníferas,BRANCAS E ROSADAS
Gros Manseng,0.0,1972,Viníferas,BRANCAS E ROSADAS
Italia (Pirovano 65) (PE),0.0,1972,Viníferas,BRANCAS E ROSADAS
Maccabeo,0.0,1972,Viníferas,BRANCAS E ROSADAS
Malvasia,763732.0,1972,Viníferas,BRANCAS E ROSADAS
Malvasia Amarela,0.0,1972,Viníferas,BRANCAS E ROSADAS
Malvasia Bianca,0.0,1972,Viníferas,BRANCAS E ROSADAS
Malvasia Chianti,0.0,1972,Viníferas,BRANCAS E ROSADAS
Malvasia Verde,0.0,1972,Viníferas,BRANCAS E ROSADAS
Malvasia di Candia,0.0,1972,Viníferas,BRANCAS E ROSADAS
Malvasia Istriana,0.0,1972,Viníferas,BRANCAS E ROSADAS
Mistura de uvas viníferas branco,0.0,1972,Viníferas,BRANCAS E ROSADAS
Mistura de uvas viníferas rosado,0.0,1972,Viníferas,BRANCAS E ROSADAS
Moscato Branco,5378768.0,1972,Viníferas,BRANCAS E ROSADAS
Moscato Canelli,0.0,1972,Viníferas,BRANCAS E ROSADAS
Moscato Giallo,0.0,1972,Viníferas,BRANCAS E ROSADAS
Moscato Nazareno,0.0,1972,Viníferas,BRANCAS E ROSADAS
Moscato Bianco R2,0.0,1972,Viníferas,BRANCAS E ROSADAS
Moscato de Alexandria,0.0,1972,Viníferas,BRANCAS E ROSADAS
Moscato Rosado,0.0,1972,Viníferas,BRANCAS E ROSADAS
Muscat Ã Petits Grains,0.0,1972,Viníferas,BRANCAS E ROSADAS
Muller Thurgau,0.0,1972,Viníferas,BRANCAS E ROSADAS
Muscadelle,0.0,1972,Viníferas,BRANCAS E ROSADAS
Ora,0.0,1972,Viníferas,BRANCAS E ROSADAS
Palomino,0.0,1972,Viníferas,BRANCAS E ROSADAS
Petit Manseng,0.0,1972,Viníferas,BRANCAS E ROSADAS
Peverella,1087692.0,1972,Viníferas,BRANCAS E ROSADAS
Pinot Blanc,0.0,1972,Viníferas,BRANCAS E ROSADAS
Pinot Gris,0.0,1972,Viníferas,BRANCAS E ROSADAS
Prosecco,0.0,1972,Viníferas,BRANCAS E ROSADAS
Red Veltliner,0.0,1972,Viníferas,BRANCAS E ROSADAS
Riesling Italico,304688.0,1972,Viníferas,BRANCAS E ROSADAS
Riesling Renano,0.0,1972,Viníferas,BRANCAS E ROSADAS
Sauvignon Blanc(2),49244.0,1972,Viníferas,BRANCAS E ROSADAS
Sauvignon Gris,0.0,1972,Viníferas,BRANCAS E ROSADAS
Seara Nova,0.0,1972,Viníferas,BRANCAS E ROSADAS
Semillon,5172.0,1972,Viníferas,BRANCAS E ROSADAS
Schonburger,0.0,1972,Viníferas,BRANCAS E ROSADAS
Sylvaner,0.0,1972,Viníferas,BRANCAS E ROSADAS
Tocai Friulano,0.0,1972,Viníferas,BRANCAS E ROSADAS
Trebbiano,9579813.0,1972,Viníferas,BRANCAS E ROSADAS
Trebbiano Toscano,0.0,1972,Viníferas,BRANCAS E ROSADAS
Verdea,0.0,1972,Viníferas,BRANCAS E ROSADAS
Verdelho,0.0,1972,Viníferas,BRANCAS E ROSADAS
Verdiso,0.0,1972,Viníferas,BRANCAS E ROSADAS
Vermentino,8945.0,1972,Viníferas,BRANCAS E ROSADAS
Vernaccia,111691.0,1972,Viníferas,BRANCAS E ROSADAS
Viogner,0.0,1972,Viníferas,BRANCAS E ROSADAS
Viognier,0.0,1972,Viníferas,BRANCAS E ROSADAS
Outras(3),648335.0,1972,Viníferas,BRANCAS E ROSADAS
Bacarina,67464.0,1972,Americanas e híbridas,TINTAS
Bailey,0.0,1972,Americanas e híbridas,TINTAS
Bordo,6530686.0,1972,Americanas e híbridas,TINTAS
Bourdin (S),0.0,1972,Americanas e híbridas,TINTAS
BRS Carmen,0.0,1972,Americanas e híbridas,TINTAS
BRS Cora,0.0,1972,Americanas e híbridas,TINTAS
BRS Magna,0.0,1972,Americanas e híbridas,TINTAS
BRS Margot,0.0,1972,Americanas e híbridas,TINTAS
BRS Morena,0.0,1972,Americanas e híbridas,TINTAS
BRS Núbia,0.0,1972,Americanas e híbridas,TINTAS
BRS Rúbea,0.0,1972,Americanas e híbridas,TINTAS
BRS Violeta,0.0,1972,Americanas e híbridas,TINTAS
BRS Vitória,0.0,1972,Americanas e híbridas,TINTAS
Champagnon (Champanheta),0.0,1972,Americanas e híbridas,TINTAS
Coleções,0.0,1972,Americanas e híbridas,TINTAS
Concord,2262221.0,1972,Americanas e híbridas,TINTAS
Concord clone 30,0.0,1972,Americanas e híbridas,TINTAS
Couderc,2550812.0,1972,Americanas e híbridas,TINTAS
Cynthiana(1),535172.0,1972,Americanas e híbridas,TINTAS
Herbemont,45765536.0,1972,Americanas e híbridas,TINTAS
Isabel,120365492.0,1972,Americanas e híbridas,IAC 138022
Isabel Precoce,0.0,1972,Americanas e híbridas,IAC 138022
Jacquez,278191.0,1972,Americanas e híbridas,IAC 138022
Kyoko,0.0,1972,Americanas e híbridas,IAC 138022
Landot,63740.0,1972,Americanas e híbridas,IAC 138022
Mistura de uvas americanas tinto,0.0,1972,Americanas e híbridas,IAC 138022
Oberlin,11136.0,1972,Americanas e híbridas,IAC 138022
Othello,34525.0,1972,Americanas e híbridas,IAC 138022
Paco,0.0,1972,Americanas e híbridas,IAC 138022
Patricia,0.0,1972,Americanas e híbridas,IAC 138022
Seibel,8786979.0,1972,Americanas e híbridas,IAC 138022
Seibel 2 (seibeleto),0.0,1972,Americanas e híbridas,IAC 138022
Seyve Willard (Tinta),0.0,1972,Americanas e híbridas,IAC 138022
Vênus,0.0,1972,Americanas e híbridas,IAC 138022
Baco,5084.0,1972,Americanas e híbridas,BRANCAS E ROSADAS
Bokay,0.0,1972,Americanas e híbridas,BRANCAS E ROSADAS
BRS Bibiana,0.0,1972,Americanas e híbridas,BRANCAS E ROSADAS
BRS Clara,0.0,1972,Americanas e híbridas,BRANCAS E ROSADAS
BRS Lorena,0.0,1972,Americanas e híbridas,BRANCAS E ROSADAS
Couderc 13,0.0,1972,Americanas e híbridas,BRANCAS E ROSADAS
Delaware,7517.0,1972,Americanas e híbridas,BRANCAS E ROSADAS
Dona Zillá,0.0,1972,Americanas e híbridas,BRANCAS E ROSADAS
Dut Chess,0.0,1972,Americanas e híbridas,BRANCAS E ROSADAS
Goethe,472553.0,1972,Americanas e híbridas,BRANCAS E ROSADAS
Juliana,0.0,1972,Americanas e híbridas,IAC
Martha,14716.0,1972,Americanas e híbridas,IAC
Mistura de uvas americanas,0.0,1972,Americanas e híbridas,IAC
Moscato Embrapa,0.0,1972,Americanas e híbridas,IAC
Niagara,253262.0,1972,Americanas e híbridas,IAC
Niagara Branca,0.0,1972,Americanas e híbridas,IAC
Niagara Rosada,0.0,1972,Americanas e híbridas,IAC
Poloske,0.0,1972,Americanas e híbridas,IAC
Seleções,0.0,1972,Americanas e híbridas,IAC
Seyve Villard,145444.0,1972,Americanas e híbridas,IAC
Seyve Villard 5276,0.0,1972,Americanas e híbridas,IAC
Seyve Villard 12375,0.0,1972,Americanas e híbridas,IAC
Tardia de Caxias,0.0,1972,Americanas e híbridas,IAC
Outras(2),0.0,1972,Americanas e híbridas,IAC
Alphonse Lavallee,170.0,1972,Uvas de mesa,TINTAS
Moscato de Hamburgo,4258.0,1972,Uvas de mesa,TINTAS
Cardinal,0.0,1972,Uvas de mesa,BRANCAS
Golden Queen,657.0,1972,Uvas de mesa,BRANCAS
Patrícia,0.0,1972,Uvas de mesa,BRANCAS
Perlona,4027.0,1972,Uvas de mesa,BRANCAS
Italia,2145.0,1972,Uvas de mesa,BRANCAS
"Rubi (Itália, Itália Ro)",0.0,1972,Uvas de mesa,BRANCAS
nan,197232.0,1972,Sem classificação,BRANCAS
nan,197232.0,1972,Sem classificação,BRANCAS
Alicante Bouschet,0.0,1973,Viníferas,TINTAS
Ancelota,0.0,1973,Viníferas,TINTAS
Aramon,0.0,1973,Viníferas,TINTAS
Alfrocheiro,0.0,1973,Viníferas,TINTAS
Arinarnoa,0.0,1973,Viníferas,TINTAS
Aspirant Bouschet,0.0,1973,Viníferas,TINTAS
Barbera,3152247.0,1973,Viníferas,TINTAS
Bonarda,885582.0,1973,Viníferas,TINTAS
Cabernet Franc,1360672.0,1973,Viníferas,TINTAS
Cabernet Sauvignon,0.0,1973,Viníferas,TINTAS
Caladoc,0.0,1973,Viníferas,TINTAS
Campanario,0.0,1973,Viníferas,TINTAS
Canaiolo,257854.0,1973,Viníferas,TINTAS
Carignan,5693.0,1973,Viníferas,TINTAS
Carmenere,4150.0,1973,Viníferas,TINTAS
Castelão,0.0,1973,Viníferas,TINTAS
Corvina,0.0,1973,Viníferas,TINTAS
Croatina,0.0,1973,Viníferas,TINTAS
Cinsaut,0.0,1973,Viníferas,TINTAS
Dom Felder,0.0,1973,Viníferas,TINTAS
Dolcetto,0.0,1973,Viníferas,TINTAS
Durif,0.0,1973,Viníferas,TINTAS
Egiodola,0.0,1973,Viníferas,TINTAS
Ekigaina,0.0,1973,Viníferas,TINTAS
Festival (Sugraone),0.0,1973,Viníferas,TINTAS
Franconia,0.0,1973,Viníferas,TINTAS
Freisa,0.0,1973,Viníferas,TINTAS
Gamay St Romain,0.0,1973,Viníferas,TINTAS
Gamay Beaujolais,0.0,1973,Viníferas,TINTAS
Grand Noir,0.0,1973,Viníferas,TINTAS
Grenache,4924.0,1973,Viníferas,TINTAS
Jaen,0.0,1973,Viníferas,TINTAS
Lagrein,0.0,1973,Viníferas,TINTAS
Lambrusco,0.0,1973,Viníferas,TINTAS
Malbec,200.0,1973,Viníferas,TINTAS
Marzemina,49930.0,1973,Viníferas,TINTAS
Merlot,263765.0,1973,Viníferas,TINTAS
Marselan,0.0,1973,Viníferas,TINTAS
Mistura de uvas viníferas tinto,0.0,1973,Viníferas,TINTAS
Molinera,0.0,1973,Viníferas,TINTAS
Montepulciano,0.0,1973,Viníferas,TINTAS
Moscato Bailey,0.0,1973,Viníferas,TINTAS
Napa Gamay,0.0,1973,Viníferas,TINTAS
Nebbiolo,0.0,1973,Viníferas,TINTAS
Petit Verdot,0.0,1973,Viníferas,TINTAS
Petite Sirah,0.0,1973,Viníferas,TINTAS
Pinotage,0.0,1973,Viníferas,TINTAS
Pinot Noir,10433.0,1973,Viníferas,TINTAS
Pinot Saint George,0.0,1973,Viníferas,TINTAS
Piriquita,0.0,1973,Viníferas,TINTAS
Primitivo,0.0,1973,Viníferas,TINTAS
Rebo,0.0,1973,Viníferas,TINTAS
Refosco,0.0,1973,Viníferas,TINTAS
Rondinella,0.0,1973,Viníferas,TINTAS
Ruby Cabernet,0.0,1973,Viníferas,TINTAS
Sangiovese,38315.0,1973,Viníferas,TINTAS
Saperavi,0.0,1973,Viníferas,TINTAS
Sira (falsa),2179909.0,1973,Viníferas,TINTAS
Tannat,0.0,1973,Viníferas,TINTAS
Tempranillo,0.0,1973,Viníferas,TINTAS
Teroldego,0.0,1973,Viníferas,TINTAS
Torrontes,0.0,1973,Viníferas,TINTAS
Tinta Barroca,0.0,1973,Viníferas,TINTAS
Tinta Roriz,0.0,1973,Viníferas,TINTAS
Touriga Francesa,0.0,1973,Viníferas,TINTAS
Touriga Nacional,0.0,1973,Viníferas,TINTAS
Tinta Madeira,0.0,1973,Viníferas,TINTAS
Tintoria,0.0,1973,Viníferas,TINTAS
Trincdeira,0.0,1973,Viníferas,TINTAS
Trousseau,0.0,1973,Viníferas,TINTAS
Zinfandel,0.0,1973,Viníferas,TINTAS
Outras1,0.0,1973,Viníferas,TINTAS
Aliatico,0.0,1973,Viníferas,BRANCAS E ROSADAS
Aligote,0.0,1973,Viníferas,BRANCAS E ROSADAS
Altesse,0.0,1973,Viníferas,BRANCAS E ROSADAS
Alvarinho,0.0,1973,Viníferas,BRANCAS E ROSADAS
Arriloba,0.0,1973,Viníferas,BRANCAS E ROSADAS
Auxerrois,0.0,1973,Viníferas,BRANCAS E ROSADAS
Burger,0.0,1973,Viníferas,BRANCAS E ROSADAS
Chardonnay,0.0,1973,Viníferas,BRANCAS E ROSADAS
Chasselas,0.0,1973,Viníferas,BRANCAS E ROSADAS
Chenin Blanc,0.0,1973,Viníferas,BRANCAS E ROSADAS
Clairette(1),94006.0,1973,Viníferas,BRANCAS E ROSADAS
Colombard,0.0,1973,Viníferas,BRANCAS E ROSADAS
Flora,0.0,1973,Viníferas,BRANCAS E ROSADAS
Garganega,0.0,1973,Viníferas,BRANCAS E ROSADAS
Gewurztraminer,0.0,1973,Viníferas,BRANCAS E ROSADAS
Gouveio,0.0,1973,Viníferas,BRANCAS E ROSADAS
Gros Manseng,0.0,1973,Viníferas,BRANCAS E ROSADAS
Italia (Pirovano 65) (PE),0.0,1973,Viníferas,BRANCAS E ROSADAS
Maccabeo,0.0,1973,Viníferas,BRANCAS E ROSADAS
Malvasia,645868.0,1973,Viníferas,BRANCAS E ROSADAS
Malvasia Amarela,0.0,1973,Viníferas,BRANCAS E ROSADAS
Malvasia Bianca,0.0,1973,Viníferas,BRANCAS E ROSADAS
Malvasia Chianti,0.0,1973,Viníferas,BRANCAS E ROSADAS
Malvasia Verde,0.0,1973,Viníferas,BRANCAS E ROSADAS
Malvasia di Candia,0.0,1973,Viníferas,BRANCAS E ROSADAS
Malvasia Istriana,0.0,1973,Viníferas,BRANCAS E ROSADAS
Mistura de uvas viníferas branco,0.0,1973,Viníferas,BRANCAS E ROSADAS
Mistura de uvas viníferas rosado,0.0,1973,Viníferas,BRANCAS E ROSADAS
Moscato Branco,3490996.0,1973,Viníferas,BRANCAS E ROSADAS
Moscato Canelli,0.0,1973,Viníferas,BRANCAS E ROSADAS
Moscato Giallo,0.0,1973,Viníferas,BRANCAS E ROSADAS
Moscato Nazareno,0.0,1973,Viníferas,BRANCAS E ROSADAS
Moscato Bianco R2,0.0,1973,Viníferas,BRANCAS E ROSADAS
Moscato de Alexandria,0.0,1973,Viníferas,BRANCAS E ROSADAS
Moscato Rosado,0.0,1973,Viníferas,BRANCAS E ROSADAS
Muscat Ã Petits Grains,0.0,1973,Viníferas,BRANCAS E ROSADAS
Muller Thurgau,0.0,1973,Viníferas,BRANCAS E ROSADAS
Muscadelle,0.0,1973,Viníferas,BRANCAS E ROSADAS
Ora,0.0,1973,Viníferas,BRANCAS E ROSADAS
Palomino,0.0,1973,Viníferas,BRANCAS E ROSADAS
Petit Manseng,0.0,1973,Viníferas,BRANCAS E ROSADAS
Peverella,1416283.0,1973,Viníferas,BRANCAS E ROSADAS
Pinot Blanc,0.0,1973,Viníferas,BRANCAS E ROSADAS
Pinot Gris,0.0,1973,Viníferas,BRANCAS E ROSADAS
Prosecco,0.0,1973,Viníferas,BRANCAS E ROSADAS
Red Veltliner,0.0,1973,Viníferas,BRANCAS E ROSADAS
Riesling Italico,402329.0,1973,Viníferas,BRANCAS E ROSADAS
Riesling Renano,0.0,1973,Viníferas,BRANCAS E ROSADAS
Sauvignon Blanc(2),12886.0,1973,Viníferas,BRANCAS E ROSADAS
Sauvignon Gris,0.0,1973,Viníferas,BRANCAS E ROSADAS
Seara Nova,0.0,1973,Viníferas,BRANCAS E ROSADAS
Semillon,20447.0,1973,Viníferas,BRANCAS E ROSADAS
Schonburger,0.0,1973,Viníferas,BRANCAS E ROSADAS
Sylvaner,0.0,1973,Viníferas,BRANCAS E ROSADAS
Tocai Friulano,0.0,1973,Viníferas,BRANCAS E ROSADAS
Trebbiano,5722394.0,1973,Viníferas,BRANCAS E ROSADAS
Trebbiano Toscano,0.0,1973,Viníferas,BRANCAS E ROSADAS
Verdea,1864.0,1973,Viníferas,BRANCAS E ROSADAS
Verdelho,0.0,1973,Viníferas,BRANCAS E ROSADAS
Verdiso,0.0,1973,Viníferas,BRANCAS E ROSADAS
Vermentino,6153.0,1973,Viníferas,BRANCAS E ROSADAS
Vernaccia,65995.0,1973,Viníferas,BRANCAS E ROSADAS
Viogner,0.0,1973,Viníferas,BRANCAS E ROSADAS
Viognier,0.0,1973,Viníferas,BRANCAS E ROSADAS
Outras(3),334680.0,1973,Viníferas,BRANCAS E ROSADAS
Bacarina,58690.0,1973,Americanas e híbridas,TINTAS
Bailey,0.0,1973,Americanas e híbridas,TINTAS
Bordo,5584243.0,1973,Americanas e híbridas,TINTAS
Bourdin (S),0.0,1973,Americanas e híbridas,TINTAS
BRS Carmen,0.0,1973,Americanas e híbridas,TINTAS
BRS Cora,0.0,1973,Americanas e híbridas,TINTAS
BRS Magna,0.0,1973,Americanas e híbridas,TINTAS
BRS Margot,0.0,1973,Americanas e híbridas,TINTAS
BRS Morena,0.0,1973,Americanas e híbridas,TINTAS
BRS Núbia,0.0,1973,Americanas e híbridas,TINTAS
BRS Rúbea,0.0,1973,Americanas e híbridas,TINTAS
BRS Violeta,0.0,1973,Americanas e híbridas,TINTAS
BRS Vitória,0.0,1973,Americanas e híbridas,TINTAS
Champagnon (Champanheta),0.0,1973,Americanas e híbridas,TINTAS
Coleções,0.0,1973,Americanas e híbridas,TINTAS
Concord,1850704.0,1973,Americanas e híbridas,TINTAS
Concord clone 30,0.0,1973,Americanas e híbridas,TINTAS
Couderc,2602220.0,1973,Americanas e híbridas,TINTAS
Cynthiana(1),360571.0,1973,Americanas e híbridas,TINTAS
Herbemont,33214347.0,1973,Americanas e híbridas,TINTAS
Isabel,109787700.0,1973,Americanas e híbridas,IAC 138022
Isabel Precoce,0.0,1973,Americanas e híbridas,IAC 138022
Jacquez,302686.0,1973,Americanas e híbridas,IAC 138022
Kyoko,0.0,1973,Americanas e híbridas,IAC 138022
Landot,80995.0,1973,Americanas e híbridas,IAC 138022
Mistura de uvas americanas tinto,0.0,1973,Americanas e híbridas,IAC 138022
Oberlin,9483.0,1973,Americanas e híbridas,IAC 138022
Othello,17358.0,1973,Americanas e híbridas,IAC 138022
Paco,0.0,1973,Americanas e híbridas,IAC 138022
Patricia,0.0,1973,Americanas e híbridas,IAC 138022
Seibel,7724880.0,1973,Americanas e híbridas,IAC 138022
Seibel 2 (seibeleto),0.0,1973,Americanas e híbridas,IAC 138022
Seyve Willard (Tinta),0.0,1973,Americanas e híbridas,IAC 138022
Vênus,0.0,1973,Americanas e híbridas,IAC 138022
Baco,0.0,1973,Americanas e híbridas,BRANCAS E ROSADAS
Bokay,0.0,1973,Americanas e híbridas,BRANCAS E ROSADAS
BRS Bibiana,0.0,1973,Americanas e híbridas,BRANCAS E ROSADAS
BRS Clara,0.0,1973,Americanas e híbridas,BRANCAS E ROSADAS
BRS Lorena,0.0,1973,Americanas e híbridas,BRANCAS E ROSADAS
Couderc 13,0.0,1973,Americanas e híbridas,BRANCAS E ROSADAS
Delaware,0.0,1973,Americanas e híbridas,BRANCAS E ROSADAS
Dona Zillá,0.0,1973,Americanas e híbridas,BRANCAS E ROSADAS
Dut Chess,0.0,1973,Americanas e híbridas,BRANCAS E ROSADAS
Goethe,113941.0,1973,Americanas e híbridas,BRANCAS E ROSADAS
Juliana,0.0,1973,Americanas e híbridas,IAC
Martha,5126.0,1973,Americanas e híbridas,IAC
Mistura de uvas americanas,0.0,1973,Americanas e híbridas,IAC
Moscato Embrapa,0.0,1973,Americanas e híbridas,IAC
Niagara,112917.0,1973,Americanas e híbridas,IAC
Niagara Branca,0.0,1973,Americanas e híbridas,IAC
Niagara Rosada,0.0,1973,Americanas e híbridas,IAC
Poloske,0.0,1973,Americanas e híbridas,IAC
Seleções,0.0,1973,Americanas e híbridas,IAC
Seyve Villard,0.0,1973,Americanas e híbridas,IAC
Seyve Villard 5276,0.0,1973,Americanas e híbridas,IAC
Seyve Villard 12375,0.0,1973,Americanas e híbridas,IAC
Tardia de Caxias,0.0,1973,Americanas e híbridas,IAC
Outras(2),0.0,1973,Americanas e híbridas,IAC
Alphonse Lavallee,7690.0,1973,Uvas de mesa,TINTAS
Moscato de Hamburgo,1249.0,1973,Uvas de mesa,TINTAS
Cardinal,0.0,1973,Uvas de mesa,BRANCAS
Golden Queen,7312.0,1973,Uvas de mesa,BRANCAS
Patrícia,0.0,1973,Uvas de mesa,BRANCAS
Perlona,0.0,1973,Uvas de mesa,BRANCAS
Italia,740.0,1973,Uvas de mesa,BRANCAS
"Rubi (Itália, Itália Ro)",0.0,1973,Uvas de mesa,BRANCAS
nan,491357.0,1973,Sem classificação,BRANCAS
nan,491357.0,1973,Sem classificação,BRANCAS
Alicante Bouschet,0.0,1974,Viníferas,TINTAS
Ancelota,0.0,1974,Viníferas,TINTAS
Aramon,0.0,1974,Viníferas,TINTAS
Alfrocheiro,0.0,1974,Viníferas,TINTAS
Arinarnoa,0.0,1974,Viníferas,TINTAS
Aspirant Bouschet,0.0,1974,Viníferas,TINTAS
Barbera,8334170.0,1974,Viníferas,TINTAS
Bonarda,1888558.0,1974,Viníferas,TINTAS
Cabernet Franc,2909343.0,1974,Viníferas,TINTAS
Cabernet Sauvignon,0.0,1974,Viníferas,TINTAS
Caladoc,0.0,1974,Viníferas,TINTAS
Campanario,0.0,1974,Viníferas,TINTAS
Canaiolo,372657.0,1974,Viníferas,TINTAS
Carignan,4535.0,1974,Viníferas,TINTAS
Carmenere,33114.0,1974,Viníferas,TINTAS
Castelão,0.0,1974,Viníferas,TINTAS
Corvina,0.0,1974,Viníferas,TINTAS
Croatina,0.0,1974,Viníferas,TINTAS
Cinsaut,0.0,1974,Viníferas,TINTAS
Dom Felder,0.0,1974,Viníferas,TINTAS
Dolcetto,0.0,1974,Viníferas,TINTAS
Durif,0.0,1974,Viníferas,TINTAS
Egiodola,0.0,1974,Viníferas,TINTAS
Ekigaina,0.0,1974,Viníferas,TINTAS
Festival (Sugraone),0.0,1974,Viníferas,TINTAS
Franconia,0.0,1974,Viníferas,TINTAS
Freisa,713.0,1974,Viníferas,TINTAS
Gamay St Romain,0.0,1974,Viníferas,TINTAS
Gamay Beaujolais,0.0,1974,Viníferas,TINTAS
Grand Noir,0.0,1974,Viníferas,TINTAS
Grenache,19945.0,1974,Viníferas,TINTAS
Jaen,0.0,1974,Viníferas,TINTAS
Lagrein,0.0,1974,Viníferas,TINTAS
Lambrusco,0.0,1974,Viníferas,TINTAS
Malbec,6167.0,1974,Viníferas,TINTAS
Marzemina,136790.0,1974,Viníferas,TINTAS
Merlot,1050036.0,1974,Viníferas,TINTAS
Marselan,0.0,1974,Viníferas,TINTAS
Mistura de uvas viníferas tinto,0.0,1974,Viníferas,TINTAS
Molinera,0.0,1974,Viníferas,TINTAS
Montepulciano,0.0,1974,Viníferas,TINTAS
Moscato Bailey,0.0,1974,Viníferas,TINTAS
Napa Gamay,0.0,1974,Viníferas,TINTAS
Nebbiolo,0.0,1974,Viníferas,TINTAS
Petit Verdot,0.0,1974,Viníferas,TINTAS
Petite Sirah,0.0,1974,Viníferas,TINTAS
Pinotage,0.0,1974,Viníferas,TINTAS
Pinot Noir,18178.0,1974,Viníferas,TINTAS
Pinot Saint George,0.0,1974,Viníferas,TINTAS
Piriquita,0.0,1974,Viníferas,TINTAS
Primitivo,0.0,1974,Viníferas,TINTAS
Rebo,0.0,1974,Viníferas,TINTAS
Refosco,0.0,1974,Viníferas,TINTAS
Rondinella,0.0,1974,Viníferas,TINTAS
Ruby Cabernet,0.0,1974,Viníferas,TINTAS
Sangiovese,59834.0,1974,Viníferas,TINTAS
Saperavi,0.0,1974,Viníferas,TINTAS
Sira (falsa),2623809.0,1974,Viníferas,TINTAS
Tannat,0.0,1974,Viníferas,TINTAS
Tempranillo,0.0,1974,Viníferas,TINTAS
Teroldego,0.0,1974,Viníferas,TINTAS
Torrontes,0.0,1974,Viníferas,TINTAS
Tinta Barroca,0.0,1974,Viníferas,TINTAS
Tinta Roriz,0.0,1974,Viníferas,TINTAS
Touriga Francesa,0.0,1974,Viníferas,TINTAS
Touriga Nacional,0.0,1974,Viníferas,TINTAS
Tinta Madeira,0.0,1974,Viníferas,TINTAS
Tintoria,0.0,1974,Viníferas,TINTAS
Trincdeira,0.0,1974,Viníferas,TINTAS
Trousseau,0.0,1974,Viníferas,TINTAS
Zinfandel,0.0,1974,Viníferas,TINTAS
Outras1,0.0,1974,Viníferas,TINTAS
Aliatico,0.0,1974,Viníferas,BRANCAS E ROSADAS
Aligote,618.0,1974,Viníferas,BRANCAS E ROSADAS
Altesse,0.0,1974,Viníferas,BRANCAS E ROSADAS
Alvarinho,0.0,1974,Viníferas,BRANCAS E ROSADAS
Arriloba,0.0,1974,Viníferas,BRANCAS E ROSADAS
Auxerrois,0.0,1974,Viníferas,BRANCAS E ROSADAS
Burger,0.0,1974,Viníferas,BRANCAS E ROSADAS
Chardonnay,0.0,1974,Viníferas,BRANCAS E ROSADAS
Chasselas,0.0,1974,Viníferas,BRANCAS E ROSADAS
Chenin Blanc,0.0,1974,Viníferas,BRANCAS E ROSADAS
Clairette(1),116154.0,1974,Viníferas,BRANCAS E ROSADAS
Colombard,0.0,1974,Viníferas,BRANCAS E ROSADAS
Flora,0.0,1974,Viníferas,BRANCAS E ROSADAS
Garganega,0.0,1974,Viníferas,BRANCAS E ROSADAS
Gewurztraminer,0.0,1974,Viníferas,BRANCAS E ROSADAS
Gouveio,0.0,1974,Viníferas,BRANCAS E ROSADAS
Gros Manseng,0.0,1974,Viníferas,BRANCAS E ROSADAS
Italia (Pirovano 65) (PE),0.0,1974,Viníferas,BRANCAS E ROSADAS
Maccabeo,0.0,1974,Viníferas,BRANCAS E ROSADAS
Malvasia,795847.0,1974,Viníferas,BRANCAS E ROSADAS
Malvasia Amarela,0.0,1974,Viníferas,BRANCAS E ROSADAS
Malvasia Bianca,0.0,1974,Viníferas,BRANCAS E ROSADAS
