Produto,Quantidade (L.),ano,Categoria
Sangria,0.0,1983,OUTROS PRODUTOS COMERCIALIZADOS
Vinagre balsamico,0.0,1983,OUTROS PRODUTOS COMERCIALIZADOS
Vinagre duplo,0.0,1983,OUTROS PRODUTOS COMERCIALIZADOS
Vinagre simples,2490691.0,1983,OUTROS PRODUTOS COMERCIALIZADOS
Vinho acetificado,0.0,1983,OUTROS PRODUTOS COMERCIALIZADOS
Vinho base para espumantes,0.0,1983,OUTROS PRODUTOS COMERCIALIZADOS
Vinho composto,657957.0,1983,OUTROS PRODUTOS COMERCIALIZADOS
Vinho licoroso,1800611.0,1983,OUTROS PRODUTOS COMERCIALIZADOS
Vinho leve,0.0,1983,OUTROS PRODUTOS COMERCIALIZADOS
Vinho gaseificado,0.0,1983,OUTROS PRODUTOS COMERCIALIZADOS
Tinto,129249097.0,1984,VINHO DE MESA
Rosado,21724540.0,1984,VINHO DE MESA
Branco,20645870.0,1984,VINHO DE MESA
Tinto,14797285.0,1984,VINHO FINO DE MESA
Rosado,3714334.0,1984,VINHO FINO DE MESA
Branco,23652774.0,1984,VINHO FINO DE MESA
VINHO FRIZANTE,0.0,1984,VINHO FRIZANTE
VINHO ORGÂNICO,0.0,1984,VINHO ORGÂNICO
Tinto,1043073.0,1984,VINHO ESPECIAL
Rosado,2308400.0,1984,VINHO ESPECIAL
Branco,2184184.0,1984,VINHO ESPECIAL
Espumante Moscatel,0.0,1984,ESPUMANTES
Espumante,0.0,1984,ESPUMANTES
Espumante Orgânico,0.0,1984,ESPUMANTES
Suco Natural Integral,0.0,1984,SUCO DE UVAS
Suco Adoçado,0.0,1984,SUCO DE UVAS
Suco Reprocessado/reconstituido,0.0,1984,SUCO DE UVAS
Suco Orgânico,0.0,1984,SUCO DE UVAS
Outros sucos de uvas,0.0,1984,SUCO DE UVAS
SUCO DE UVAS CONCENTRADO,3923167.0,1984,SUCO DE UVAS CONCENTRADO
Outros vinhos (sem informação detalhada),0.0,1984,OUTROS PRODUTOS COMERCIALIZADOS
"Agrin (fermentado, acetico misto)",0.0,1984,OUTROS PRODUTOS COMERCIALIZADOS
Aguardente de vinho 50°gl,0.0,1984,OUTROS PRODUTOS COMERCIALIZADOS
Alcool vinico,0.0,1984,OUTROS PRODUTOS COMERCIALIZADOS
Bagaceira (graspa),434913.0,1984,OUTROS PRODUTOS COMERCIALIZADOS
Base champenoise champanha,0.0,1984,OUTROS PRODUTOS COMERCIALIZADOS
Base charmat champanha,0.0,1984,OUTROS PRODUTOS COMERCIALIZADOS
Base espumante moscatel,0.0,1984,OUTROS PRODUTOS COMERCIALIZADOS
Bebida de uva,0.0,1984,OUTROS PRODUTOS COMERCIALIZADOS
Borra líquida,0.0,1984,OUTROS PRODUTOS COMERCIALIZADOS
Borra seca,0.0,1984,OUTROS PRODUTOS COMERCIALIZADOS
Brandy (conhaque),1074816.0,1984,OUTROS PRODUTOS COMERCIALIZADOS
Cooler,0.0,1984,OUTROS PRODUTOS COMERCIALIZADOS
Coquetel com vinho,0.0,1984,OUTROS PRODUTOS COMERCIALIZADOS
Destilado de vinho,1678482.0,1984,OUTROS PRODUTOS COMERCIALIZADOS
Filtrado doce,4994248.0,1984,OUTROS PRODUTOS COMERCIALIZADOS
Jeropiga,36717.0,1984,OUTROS PRODUTOS COMERCIALIZADOS
Mistelas,1095044.0,1984,OUTROS PRODUTOS COMERCIALIZADOS
Mosto concentrado,0.0,1984,OUTROS PRODUTOS COMERCIALIZADOS
Mosto de uva,0.0,1984,OUTROS PRODUTOS COMERCIALIZADOS
Mosto sulfitado,914641.0,1984,OUTROS PRODUTOS COMERCIALIZADOS
Nectar de uva,0.0,1984,OUTROS PRODUTOS COMERCIALIZADOS
Outros produtos,0.0,1984,OUTROS PRODUTOS COMERCIALIZADOS
Polpa de uva,0.0,1984,OUTROS PRODUTOS COMERCIALIZADOS
Preparado líquido para refresco,0.0,1984,OUTROS PRODUTOS COMERCIALIZADOS
Refrigerante +50% suco,0.0,1984,OUTROS PRODUTOS COMERCIALIZADOS
Sangria,0.0,1984,OUTROS PRODUTOS COMERCIALIZADOS
Vinagre balsamico,0.0,1984,OUTROS PRODUTOS COMERCIALIZADOS
Vinagre duplo,0.0,1984,OUTROS PRODUTOS COMERCIALIZADOS
Vinagre simples,2690012.0,1984,OUTROS PRODUTOS COMERCIALIZADOS
Vinho acetificado,0.0,1984,OUTROS PRODUTOS COMERCIALIZADOS
Vinho base para espumantes,0.0,1984,OUTROS PRODUTOS COMERCIALIZADOS
Vinho composto,656837.0,1984,OUTROS PRODUTOS COMERCIALIZADOS
Vinho licoroso,1708907.0,1984,OUTROS PRODUTOS COMERCIALIZADOS
Vinho leve,0.0,1984,OUTROS PRODUTOS COMERCIALIZADOS
Vinho gaseificado,0.0,1984,OUTROS PRODUTOS COMERCIALIZADOS
Tinto,138710394.0,1985,VINHO DE MESA
Rosado,23988088.0,1985,VINHO DE MESA
Branco,22493355.0,1985,VINHO DE MESA
Tinto,13133683.0,1985,VINHO FINO DE MESA
Rosado,3510330.0,1985,VINHO FINO DE MESA
Branco,27955194.0,1985,VINHO FINO DE MESA
VINHO FRIZANTE,0.0,1985,VINHO FRIZANTE
VINHO ORGÂNICO,0.0,1985,VINHO ORGÂNICO
Tinto,863932.0,1985,VINHO ESPECIAL
Rosado,2145100.0,1985,VINHO ESPECIAL
Branco,1757709.0,1985,VINHO ESPECIAL
Espumante Moscatel,0.0,1985,ESPUMANTES
Espumante,0.0,1985,ESPUMANTES
Espumante Orgânico,0.0,1985,ESPUMANTES
Suco Natural Integral,0.0,1985,SUCO DE UVAS
Suco Adoçado,0.0,1985,SUCO DE UVAS
Suco Reprocessado/reconstituido,0.0,1985,SUCO DE UVAS
Suco Orgânico,0.0,1985,SUCO DE UVAS
Outros sucos de uvas,0.0,1985,SUCO DE UVAS
SUCO DE UVAS CONCENTRADO,5736808.0,1985,SUCO DE UVAS CONCENTRADO
Outros vinhos (sem informação detalhada),0.0,1985,OUTROS PRODUTOS COMERCIALIZADOS
"Agrin (fermentado, acetico misto)",0.0,1985,OUTROS PRODUTOS COMERCIALIZADOS
Aguardente de vinho 50°gl,0.0,1985,OUTROS PRODUTOS COMERCIALIZADOS
Alcool vinico,0.0,1985,OUTROS PRODUTOS COMERCIALIZADOS
Bagaceira (graspa),289415.0,1985,OUTROS PRODUTOS COMERCIALIZADOS
Base champenoise champanha,0.0,1985,OUTROS PRODUTOS COMERCIALIZADOS
Base charmat champanha,0.0,1985,OUTROS PRODUTOS COMERCIALIZADOS
Base espumante moscatel,0.0,1985,OUTROS PRODUTOS COMERCIALIZADOS
Bebida de uva,0.0,1985,OUTROS PRODUTOS COMERCIALIZADOS
Borra líquida,0.0,1985,OUTROS PRODUTOS COMERCIALIZADOS
Borra seca,0.0,1985,OUTROS PRODUTOS COMERCIALIZADOS
Brandy (conhaque),1551097.0,1985,OUTROS PRODUTOS COMERCIALIZADOS
Cooler,0.0,1985,OUTROS PRODUTOS COMERCIALIZADOS
Coquetel com vinho,0.0,1985,OUTROS PRODUTOS COMERCIALIZADOS
Destilado de vinho,1460361.0,1985,OUTROS PRODUTOS COMERCIALIZADOS
Filtrado doce,6005137.0,1985,OUTROS PRODUTOS COMERCIALIZADOS
Jeropiga,130094.0,1985,OUTROS PRODUTOS COMERCIALIZADOS
Mistelas,83792.0,1985,OUTROS PRODUTOS COMERCIALIZADOS
Mosto concentrado,0.0,1985,OUTROS PRODUTOS COMERCIALIZADOS
Mosto de uva,0.0,1985,OUTROS PRODUTOS COMERCIALIZADOS
Mosto sulfitado,57717.0,1985,OUTROS PRODUTOS COMERCIALIZADOS
Nectar de uva,0.0,1985,OUTROS PRODUTOS COMERCIALIZADOS
Outros produtos,0.0,1985,OUTROS PRODUTOS COMERCIALIZADOS
Polpa de uva,0.0,1985,OUTROS PRODUTOS COMERCIALIZADOS
Preparado líquido para refresco,0.0,1985,OUTROS PRODUTOS COMERCIALIZADOS
Refrigerante +50% suco,0.0,1985,OUTROS PRODUTOS COMERCIALIZADOS
Sangria,0.0,1985,OUTROS PRODUTOS COMERCIALIZADOS
Vinagre balsamico,0.0,1985,OUTROS PRODUTOS COMERCIALIZADOS
Vinagre duplo,0.0,1985,OUTROS PRODUTOS COMERCIALIZADOS
Vinagre simples,3397749.0,1985,OUTROS PRODUTOS COMERCIALIZADOS
Vinho acetificado,0.0,1985,OUTROS PRODUTOS COMERCIALIZADOS
Vinho base para espumantes,0.0,1985,OUTROS PRODUTOS COMERCIALIZADOS
Vinho composto,1081646.0,1985,OUTROS PRODUTOS COMERCIALIZADOS
Vinho licoroso,1598767.0,1985,OUTROS PRODUTOS COMERCIALIZADOS
Vinho leve,0.0,1985,OUTROS PRODUTOS COMERCIALIZADOS
Vinho gaseificado,0.0,1985,OUTROS PRODUTOS COMERCIALIZADOS
Tinto,153357217.0,1986,VINHO DE MESA
Rosado,28544630.0,1986,VINHO DE MESA
Branco,21228171.0,1986,VINHO DE MESA
Tinto,15664511.0,1986,VINHO FINO DE MESA
Rosado,3685709.0,1986,VINHO FINO DE MESA
Branco,31531559.0,1986,VINHO FINO DE MESA
VINHO FRIZANTE,0.0,1986,VINHO FRIZANTE
VINHO ORGÂNICO,0.0,1986,VINHO ORGÂNICO
Tinto,749197.0,1986,VINHO ESPECIAL
Rosado,2057888.0,1986,VINHO ESPECIAL
Branco,1829666.0,1986,VINHO ESPECIAL
Espumante Moscatel,0.0,1986,ESPUMANTES
Espumante,0.0,1986,ESPUMANTES
Espumante Orgânico,0.0,1986,ESPUMANTES
Suco Natural Integral,0.0,1986,SUCO DE UVAS
Suco Adoçado,0.0,1986,SUCO DE UVAS
Suco Reprocessado/reconstituido,0.0,1986,SUCO DE UVAS
Suco Orgânico,0.0,1986,SUCO DE UVAS
Outros sucos de uvas,0.0,1986,SUCO DE UVAS
SUCO DE UVAS CONCENTRADO,7553410.0,1986,SUCO DE UVAS CONCENTRADO
Outros vinhos (sem informação detalhada),0.0,1986,OUTROS PRODUTOS COMERCIALIZADOS
"Agrin (fermentado, acetico misto)",0.0,1986,OUTROS PRODUTOS COMERCIALIZADOS
Aguardente de vinho 50°gl,0.0,1986,OUTROS PRODUTOS COMERCIALIZADOS
Alcool vinico,0.0,1986,OUTROS PRODUTOS COMERCIALIZADOS
Bagaceira (graspa),353074.0,1986,OUTROS PRODUTOS COMERCIALIZADOS
Base champenoise champanha,0.0,1986,OUTROS PRODUTOS COMERCIALIZADOS
Base charmat champanha,0.0,1986,OUTROS PRODUTOS COMERCIALIZADOS
Base espumante moscatel,0.0,1986,OUTROS PRODUTOS COMERCIALIZADOS
Bebida de uva,0.0,1986,OUTROS PRODUTOS COMERCIALIZADOS
Borra líquida,0.0,1986,OUTROS PRODUTOS COMERCIALIZADOS
Borra seca,0.0,1986,OUTROS PRODUTOS COMERCIALIZADOS
Brandy (conhaque),2308675.0,1986,OUTROS PRODUTOS COMERCIALIZADOS
Cooler,0.0,1986,OUTROS PRODUTOS COMERCIALIZADOS
Coquetel com vinho,0.0,1986,OUTROS PRODUTOS COMERCIALIZADOS
Destilado de vinho,5142969.0,1986,OUTROS PRODUTOS COMERCIALIZADOS
Filtrado doce,5065559.0,1986,OUTROS PRODUTOS COMERCIALIZADOS
Jeropiga,86296.0,1986,OUTROS PRODUTOS COMERCIALIZADOS
Mistelas,320098.0,1986,OUTROS PRODUTOS COMERCIALIZADOS
Mosto concentrado,0.0,1986,OUTROS PRODUTOS COMERCIALIZADOS
Mosto de uva,0.0,1986,OUTROS PRODUTOS COMERCIALIZADOS
Mosto sulfitado,218400.0,1986,OUTROS PRODUTOS COMERCIALIZADOS
Nectar de uva,0.0,1986,OUTROS PRODUTOS COMERCIALIZADOS
Outros produtos,0.0,1986,OUTROS PRODUTOS COMERCIALIZADOS
Polpa de uva,0.0,1986,OUTROS PRODUTOS COMERCIALIZADOS
Preparado líquido para refresco,0.0,1986,OUTROS PRODUTOS COMERCIALIZADOS
Refrigerante +50% suco,0.0,1986,OUTROS PRODUTOS COMERCIALIZADOS
Sangria,0.0,1986,OUTROS PRODUTOS COMERCIALIZADOS
Vinagre balsamico,0.0,1986,OUTROS PRODUTOS COMERCIALIZADOS
Vinagre duplo,0.0,1986,OUTROS PRODUTOS COMERCIALIZADOS
Vinagre simples,2503550.0,1986,OUTROS PRODUTOS COMERCIALIZADOS
Vinho acetificado,0.0,1986,OUTROS PRODUTOS COMERCIALIZADOS
Vinho base para espumantes,0.0,1986,OUTROS PRODUTOS COMERCIALIZADOS
Vinho composto,2008030.0,1986,OUTROS PRODUTOS COMERCIALIZADOS
Vinho licoroso,1771158.0,1986,OUTROS PRODUTOS COMERCIALIZADOS
Vinho leve,0.0,1986,OUTROS PRODUTOS COMERCIALIZADOS
Vinho gaseificado,0.0,1986,OUTROS PRODUTOS COMERCIALIZADOS
Tinto,96590206.0,1987,VINHO DE MESA
Rosado,21376304.0,1987,VINHO DE MESA
Branco,13098681.0,1987,VINHO DE MESA
Tinto,10144561.0,1987,VINHO FINO DE MESA
Rosado,2328264.0,1987,VINHO FINO DE MESA
Branco,21863035.0,1987,VINHO FINO DE MESA
VINHO FRIZANTE,0.0,1987,VINHO FRIZANTE
VINHO ORGÂNICO,0.0,1987,VINHO ORGÂNICO
Tinto,372184.0,1987,VINHO ESPECIAL
Rosado,1122648.0,1987,VINHO ESPECIAL
Branco,1475021.0,1987,VINHO ESPECIAL
Espumante Moscatel,0.0,1987,ESPUMANTES
Espumante,0.0,1987,ESPUMANTES
Espumante Orgânico,0.0,1987,ESPUMANTES
Suco Natural Integral,0.0,1987,SUCO DE UVAS
Suco Adoçado,0.0,1987,SUCO DE UVAS
Suco Reprocessado/reconstituido,0.0,1987,SUCO DE UVAS
Suco Orgânico,0.0,1987,SUCO DE UVAS
Outros sucos de uvas,0.0,1987,SUCO DE UVAS
SUCO DE UVAS CONCENTRADO,5969562.0,1987,SUCO DE UVAS CONCENTRADO
Outros vinhos (sem informação detalhada),0.0,1987,OUTROS PRODUTOS COMERCIALIZADOS
"Agrin (fermentado, acetico misto)",0.0,1987,OUTROS PRODUTOS COMERCIALIZADOS
Aguardente de vinho 50°gl,0.0,1987,OUTROS PRODUTOS COMERCIALIZADOS
Alcool vinico,0.0,1987,OUTROS PRODUTOS COMERCIALIZADOS
Bagaceira (graspa),236724.0,1987,OUTROS PRODUTOS COMERCIALIZADOS
Base champenoise champanha,0.0,1987,OUTROS PRODUTOS COMERCIALIZADOS
Base charmat champanha,0.0,1987,OUTROS PRODUTOS COMERCIALIZADOS
Base espumante moscatel,0.0,1987,OUTROS PRODUTOS COMERCIALIZADOS
Bebida de uva,0.0,1987,OUTROS PRODUTOS COMERCIALIZADOS
Borra líquida,0.0,1987,OUTROS PRODUTOS COMERCIALIZADOS
Borra seca,0.0,1987,OUTROS PRODUTOS COMERCIALIZADOS
Brandy (conhaque),1553986.0,1987,OUTROS PRODUTOS COMERCIALIZADOS
Cooler,9062619.0,1987,OUTROS PRODUTOS COMERCIALIZADOS
Coquetel com vinho,0.0,1987,OUTROS PRODUTOS COMERCIALIZADOS
Destilado de vinho,2601744.0,1987,OUTROS PRODUTOS COMERCIALIZADOS
Filtrado doce,6529116.0,1987,OUTROS PRODUTOS COMERCIALIZADOS
Jeropiga,19124.0,1987,OUTROS PRODUTOS COMERCIALIZADOS
Mistelas,188048.0,1987,OUTROS PRODUTOS COMERCIALIZADOS
Mosto concentrado,0.0,1987,OUTROS PRODUTOS COMERCIALIZADOS
Mosto de uva,0.0,1987,OUTROS PRODUTOS COMERCIALIZADOS
Mosto sulfitado,0.0,1987,OUTROS PRODUTOS COMERCIALIZADOS
Nectar de uva,0.0,1987,OUTROS PRODUTOS COMERCIALIZADOS
Outros produtos,0.0,1987,OUTROS PRODUTOS COMERCIALIZADOS
Polpa de uva,0.0,1987,OUTROS PRODUTOS COMERCIALIZADOS
Preparado líquido para refresco,0.0,1987,OUTROS PRODUTOS COMERCIALIZADOS
Refrigerante +50% suco,0.0,1987,OUTROS PRODUTOS COMERCIALIZADOS
Sangria,0.0,1987,OUTROS PRODUTOS COMERCIALIZADOS
Vinagre balsamico,0.0,1987,OUTROS PRODUTOS COMERCIALIZADOS
Vinagre duplo,0.0,1987,OUTROS PRODUTOS COMERCIALIZADOS
Vinagre simples,2156496.0,1987,OUTROS PRODUTOS COMERCIALIZADOS
Vinho acetificado,0.0,1987,OUTROS PRODUTOS COMERCIALIZADOS
Vinho base para espumantes,0.0,1987,OUTROS PRODUTOS COMERCIALIZADOS
Vinho composto,1803640.0,1987,OUTROS PRODUTOS COMERCIALIZADOS
Vinho licoroso,1370676.0,1987,OUTROS PRODUTOS COMERCIALIZADOS
Vinho leve,0.0,1987,OUTROS PRODUTOS COMERCIALIZADOS
Vinho gaseificado,0.0,1987,OUTROS PRODUTOS COMERCIALIZADOS
Tinto,114100716.0,1988,VINHO DE MESA
Rosado,17329181.0,1988,VINHO DE MESA
Branco,19248750.0,1988,VINHO DE MESA
Tinto,11713661.0,1988,VINHO FINO DE MESA
Rosado,1939881.0,1988,VINHO FINO DE MESA
Branco,26360844.0,1988,VINHO FINO DE MESA
VINHO FRIZANTE,248840.0,1988,VINHO FRIZANTE
VINHO ORGÂNICO,0.0,1988,VINHO ORGÂNICO
Tinto,525229.0,1988,VINHO ESPECIAL
Rosado,887025.0,1988,VINHO ESPECIAL
Branco,915896.0,1988,VINHO ESPECIAL
Espumante Moscatel,0.0,1988,ESPUMANTES
Espumante,0.0,1988,ESPUMANTES
Espumante Orgânico,0.0,1988,ESPUMANTES
Suco Natural Integral,0.0,1988,SUCO DE UVAS
Suco Adoçado,0.0,1988,SUCO DE UVAS
Suco Reprocessado/reconstituido,0.0,1988,SUCO DE UVAS
Suco Orgânico,0.0,1988,SUCO DE UVAS
Outros sucos de uvas,0.0,1988,SUCO DE UVAS
SUCO DE UVAS CONCENTRADO,5656096.0,1988,SUCO DE UVAS CONCENTRADO
Outros vinhos (sem informação detalhada),0.0,1988,OUTROS PRODUTOS COMERCIALIZADOS
"Agrin (fermentado, acetico misto)",0.0,1988,OUTROS PRODUTOS COMERCIALIZADOS
Aguardente de vinho 50°gl,0.0,1988,OUTROS PRODUTOS COMERCIALIZADOS
Alcool vinico,0.0,1988,OUTROS PRODUTOS COMERCIALIZADOS
Bagaceira (graspa),285409.0,1988,OUTROS PRODUTOS COMERCIALIZADOS
Base champenoise champanha,0.0,1988,OUTROS PRODUTOS COMERCIALIZADOS
Base charmat champanha,0.0,1988,OUTROS PRODUTOS COMERCIALIZADOS
Base espumante moscatel,0.0,1988,OUTROS PRODUTOS COMERCIALIZADOS
Bebida de uva,0.0,1988,OUTROS PRODUTOS COMERCIALIZADOS
Borra líquida,0.0,1988,OUTROS PRODUTOS COMERCIALIZADOS
Borra seca,0.0,1988,OUTROS PRODUTOS COMERCIALIZADOS
Brandy (conhaque),1786613.0,1988,OUTROS PRODUTOS COMERCIALIZADOS
Cooler,8806545.0,1988,OUTROS PRODUTOS COMERCIALIZADOS
Coquetel com vinho,0.0,1988,OUTROS PRODUTOS COMERCIALIZADOS
Destilado de vinho,2220670.0,1988,OUTROS PRODUTOS COMERCIALIZADOS
Filtrado doce,5574201.0,1988,OUTROS PRODUTOS COMERCIALIZADOS
Jeropiga,59251.0,1988,OUTROS PRODUTOS COMERCIALIZADOS
Mistelas,221836.0,1988,OUTROS PRODUTOS COMERCIALIZADOS
Mosto concentrado,0.0,1988,OUTROS PRODUTOS COMERCIALIZADOS
Mosto de uva,0.0,1988,OUTROS PRODUTOS COMERCIALIZADOS
Mosto sulfitado,0.0,1988,OUTROS PRODUTOS COMERCIALIZADOS
Nectar de uva,0.0,1988,OUTROS PRODUTOS COMERCIALIZADOS
Outros produtos,0.0,1988,OUTROS PRODUTOS COMERCIALIZADOS
Polpa de uva,0.0,1988,OUTROS PRODUTOS COMERCIALIZADOS
Preparado líquido para refresco,0.0,1988,OUTROS PRODUTOS COMERCIALIZADOS
Refrigerante +50% suco,0.0,1988,OUTROS PRODUTOS COMERCIALIZADOS
Sangria,0.0,1988,OUTROS PRODUTOS COMERCIALIZADOS
Vinagre balsamico,0.0,1988,OUTROS PRODUTOS COMERCIALIZADOS
Vinagre duplo,0.0,1988,OUTROS PRODUTOS COMERCIALIZADOS
Vinagre simples,2696620.0,1988,OUTROS PRODUTOS COMERCIALIZADOS
Vinho acetificado,0.0,1988,OUTROS PRODUTOS COMERCIALIZADOS
Vinho base para espumantes,0.0,1988,OUTROS PRODUTOS COMERCIALIZADOS
Vinho composto,1381934.0,1988,OUTROS PRODUTOS COMERCIALIZADOS
Vinho licoroso,1243637.0,1988,OUTROS PRODUTOS COMERCIALIZADOS
Vinho leve,0.0,1988,OUTROS PRODUTOS COMERCIALIZADOS
Vinho gaseificado,0.0,1988,OUTROS PRODUTOS COMERCIALIZADOS
Tinto,136642954.0,1989,VINHO DE MESA
Rosado,14564451.0,1989,VINHO DE MESA
Branco,21713862.0,1989,VINHO DE MESA
Tinto,14737896.0,1989,VINHO FINO DE MESA
Rosado,2596587.0,1989,VINHO FINO DE MESA
Branco,33055779.0,1989,VINHO FINO DE MESA
VINHO FRIZANTE,275708.0,1989,VINHO FRIZANTE
VINHO ORGÂNICO,0.0,1989,VINHO ORGÂNICO
Tinto,288905.0,1989,VINHO ESPECIAL
Rosado,876167.0,1989,VINHO ESPECIAL
Branco,623700.0,1989,VINHO ESPECIAL
Espumante Moscatel,0.0,1989,ESPUMANTES
Espumante,0.0,1989,ESPUMANTES
Espumante Orgânico,0.0,1989,ESPUMANTES
Suco Natural Integral,0.0,1989,SUCO DE UVAS
Suco Adoçado,0.0,1989,SUCO DE UVAS
Suco Reprocessado/reconstituido,0.0,1989,SUCO DE UVAS
Suco Orgânico,0.0,1989,SUCO DE UVAS
Outros sucos de uvas,0.0,1989,SUCO DE UVAS
SUCO DE UVAS CONCENTRADO,6716197.0,1989,SUCO DE UVAS CONCENTRADO
Outros vinhos (sem informação detalhada),0.0,1989,OUTROS PRODUTOS COMERCIALIZADOS
"Agrin (fermentado, acetico misto)",0.0,1989,OUTROS PRODUTOS COMERCIALIZADOS
Aguardente de vinho 50°gl,0.0,1989,OUTROS PRODUTOS COMERCIALIZADOS
Alcool vinico,0.0,1989,OUTROS PRODUTOS COMERCIALIZADOS
Bagaceira (graspa),202478.0,1989,OUTROS PRODUTOS COMERCIALIZADOS
Base champenoise champanha,0.0,1989,OUTROS PRODUTOS COMERCIALIZADOS
Base charmat champanha,0.0,1989,OUTROS PRODUTOS COMERCIALIZADOS
Base espumante moscatel,0.0,1989,OUTROS PRODUTOS COMERCIALIZADOS
Bebida de uva,0.0,1989,OUTROS PRODUTOS COMERCIALIZADOS
Borra líquida,0.0,1989,OUTROS PRODUTOS COMERCIALIZADOS
Borra seca,0.0,1989,OUTROS PRODUTOS COMERCIALIZADOS
Brandy (conhaque),2232781.0,1989,OUTROS PRODUTOS COMERCIALIZADOS
Cooler,4474031.0,1989,OUTROS PRODUTOS COMERCIALIZADOS
Coquetel com vinho,0.0,1989,OUTROS PRODUTOS COMERCIALIZADOS
Destilado de vinho,1382427.0,1989,OUTROS PRODUTOS COMERCIALIZADOS
Filtrado doce,6698678.0,1989,OUTROS PRODUTOS COMERCIALIZADOS
Jeropiga,49075.0,1989,OUTROS PRODUTOS COMERCIALIZADOS
Mistelas,8265.0,1989,OUTROS PRODUTOS COMERCIALIZADOS
Mosto concentrado,0.0,1989,OUTROS PRODUTOS COMERCIALIZADOS
Mosto de uva,0.0,1989,OUTROS PRODUTOS COMERCIALIZADOS
Mosto sulfitado,0.0,1989,OUTROS PRODUTOS COMERCIALIZADOS
Nectar de uva,0.0,1989,OUTROS PRODUTOS COMERCIALIZADOS
Outros produtos,0.0,1989,OUTROS PRODUTOS COMERCIALIZADOS
Polpa de uva,0.0,1989,OUTROS PRODUTOS COMERCIALIZADOS
Preparado líquido para refresco,0.0,1989,OUTROS PRODUTOS COMERCIALIZADOS
Refrigerante +50% suco,0.0,1989,OUTROS PRODUTOS COMERCIALIZADOS
Sangria,0.0,1989,OUTROS PRODUTOS COMERCIALIZADOS
Vinagre balsamico,0.0,1989,OUTROS PRODUTOS COMERCIALIZADOS
Vinagre duplo,0.0,1989,OUTROS PRODUTOS COMERCIALIZADOS
Vinagre simples,1067310.0,1989,OUTROS PRODUTOS COMERCIALIZADOS
Vinho acetificado,0.0,1989,OUTROS PRODUTOS COMERCIALIZADOS
Vinho base para espumantes,0.0,1989,OUTROS PRODUTOS COMERCIALIZADOS
Vinho composto,1754501.0,1989,OUTROS PRODUTOS COMERCIALIZADOS
Vinho licoroso,1278729.0,1989,OUTROS PRODUTOS COMERCIALIZADOS
Vinho leve,0.0,1989,OUTROS PRODUTOS COMERCIALIZADOS
Vinho gaseificado,0.0,1989,OUTROS PRODUTOS COMERCIALIZADOS
Tinto,120889721.0,1990,VINHO DE MESA
Rosado,16482188.0,1990,VINHO DE MESA
Branco,27353737.0,1990,VINHO DE MESA
Tinto,11141857.0,1990,VINHO FINO DE MESA
Rosado,1583368.0,1990,VINHO FINO DE MESA
Branco,27160034.0,1990,VINHO FINO DE MESA
VINHO FRIZANTE,310524.0,1990,VINHO FRIZANTE
VINHO ORGÂNICO,0.0,1990,VINHO ORGÂNICO
Tinto,266887.0,1990,VINHO ESPECIAL
Rosado,595973.0,1990,VINHO ESPECIAL
Branco,508363.0,1990,VINHO ESPECIAL
Espumante Moscatel,0.0,1990,ESPUMANTES
Espumante,0.0,1990,ESPUMANTES
Espumante Orgânico,0.0,1990,ESPUMANTES
Suco Natural Integral,0.0,1990,SUCO DE UVAS
Suco Adoçado,0.0,1990,SUCO DE UVAS
Suco Reprocessado/reconstituido,0.0,1990,SUCO DE UVAS
Suco Orgânico,0.0,1990,SUCO DE UVAS
Outros sucos de uvas,0.0,1990,SUCO DE UVAS
SUCO DE UVAS CONCENTRADO,8211959.0,1990,SUCO DE UVAS CONCENTRADO
Outros vinhos (sem informação detalhada),0.0,1990,OUTROS PRODUTOS COMERCIALIZADOS
"Agrin (fermentado, acetico misto)",0.0,1990,OUTROS PRODUTOS COMERCIALIZADOS
Aguardente de vinho 50°gl,0.0,1990,OUTROS PRODUTOS COMERCIALIZADOS
Alcool vinico,0.0,1990,OUTROS PRODUTOS COMERCIALIZADOS
Bagaceira (graspa),174148.0,1990,OUTROS PRODUTOS COMERCIALIZADOS
Base champenoise champanha,0.0,1990,OUTROS PRODUTOS COMERCIALIZADOS
Base charmat champanha,0.0,1990,OUTROS PRODUTOS COMERCIALIZADOS
Base espumante moscatel,0.0,1990,OUTROS PRODUTOS COMERCIALIZADOS
Bebida de uva,0.0,1990,OUTROS PRODUTOS COMERCIALIZADOS
Borra líquida,0.0,1990,OUTROS PRODUTOS COMERCIALIZADOS
Borra seca,0.0,1990,OUTROS PRODUTOS COMERCIALIZADOS
Brandy (conhaque),1464094.0,1990,OUTROS PRODUTOS COMERCIALIZADOS
Cooler,2649267.0,1990,OUTROS PRODUTOS COMERCIALIZADOS
Coquetel com vinho,0.0,1990,OUTROS PRODUTOS COMERCIALIZADOS
Destilado de vinho,577779.0,1990,OUTROS PRODUTOS COMERCIALIZADOS
Filtrado doce,7009725.0,1990,OUTROS PRODUTOS COMERCIALIZADOS
Jeropiga,47536.0,1990,OUTROS PRODUTOS COMERCIALIZADOS
Mistelas,175827.0,1990,OUTROS PRODUTOS COMERCIALIZADOS
Mosto concentrado,0.0,1990,OUTROS PRODUTOS COMERCIALIZADOS
Mosto de uva,0.0,1990,OUTROS PRODUTOS COMERCIALIZADOS
Mosto sulfitado,0.0,1990,OUTROS PRODUTOS COMERCIALIZADOS
